Time,Temperature
07/05/2024 16:20:00,18.337
07/05/2024 16:30:00,18.273
07/05/2024 16:40:00,18.273
07/05/2024 16:50:00,18.284
07/05/2024 17:00:00,18.251
07/05/2024 17:10:00,18.230
07/05/2024 17:20:00,18.208
07/05/2024 17:30:00,18.219
07/05/2024 17:40:00,18.198
07/05/2024 17:50:00,18.187
07/05/2024 18:00:00,18.155
07/05/2024 18:10:00,18.123
07/05/2024 18:20:00,18.090
07/05/2024 18:30:00,18.080
07/05/2024 18:40:00,18.037
07/05/2024 18:50:00,18.026
07/05/2024 19:00:00,17.972
07/05/2024 19:10:00,17.962
07/05/2024 19:20:00,17.919
07/05/2024 19:30:00,17.887
07/05/2024 19:40:00,17.844
07/05/2024 19:50:00,17.822
07/05/2024 20:00:00,17.801
07/05/2024 20:10:00,17.737
07/05/2024 20:20:00,17.704
07/05/2024 20:30:00,17.661
07/05/2024 20:40:00,17.629
07/05/2024 20:50:00,17.576
07/05/2024 21:00:00,17.543
07/05/2024 21:10:00,17.511
07/05/2024 21:20:00,17.479
07/05/2024 21:30:00,17.436
07/05/2024 21:40:00,17.404
07/05/2024 21:50:00,17.350
07/05/2024 22:00:00,17.340
07/05/2024 22:10:00,17.275
07/05/2024 22:20:00,17.243
07/05/2024 22:30:00,17.222
07/05/2024 22:40:00,17.168
07/05/2024 22:50:00,17.125
07/05/2024 23:00:00,17.114
07/05/2024 23:10:00,17.050
07/05/2024 23:20:00,17.018
07/05/2024 23:30:00,16.997
07/05/2024 23:40:00,16.954
07/05/2024 23:50:00,16.900
07/06/2024 00:00:00,16.857
07/06/2024 00:10:00,16.825
07/06/2024 00:20:00,16.771
07/06/2024 00:30:00,16.739
07/06/2024 00:40:00,16.707
07/06/2024 00:50:00,16.653
07/06/2024 01:00:00,16.621
07/06/2024 01:10:00,16.568
07/06/2024 01:20:00,16.535
07/06/2024 01:30:00,16.492
07/06/2024 01:40:00,16.450
07/06/2024 01:50:00,16.396
07/06/2024 02:00:00,16.364
07/06/2024 02:10:00,16.321
07/06/2024 02:20:00,16.256
07/06/2024 02:30:00,16.256
07/06/2024 02:40:00,16.214
07/06/2024 02:50:00,16.149
07/06/2024 03:00:00,16.117
07/06/2024 03:10:00,16.074
07/06/2024 03:20:00,16.042
07/06/2024 03:30:00,15.999
07/06/2024 03:40:00,15.956
07/06/2024 03:50:00,15.924
07/06/2024 04:00:00,15.892
07/06/2024 04:10:00,15.849
07/06/2024 04:20:00,15.785
07/06/2024 04:30:00,15.806
07/06/2024 04:40:00,15.731
07/06/2024 04:50:00,15.731
07/06/2024 05:00:00,15.656
07/06/2024 05:10:00,15.624
07/06/2024 05:20:00,15.602
07/06/2024 05:30:00,15.581
07/06/2024 05:40:00,15.549
07/06/2024 05:50:00,15.516
07/06/2024 06:00:00,15.484
07/06/2024 06:10:00,15.452
07/06/2024 06:20:00,15.452
07/06/2024 06:30:00,15.420
07/06/2024 06:40:00,15.409
07/06/2024 06:50:00,15.409
07/06/2024 07:00:00,15.377
07/06/2024 07:10:00,15.366
07/06/2024 07:20:00,15.409
07/06/2024 07:30:00,15.398
07/06/2024 07:40:00,15.409
07/06/2024 07:50:00,15.452
07/06/2024 08:00:00,15.474
07/06/2024 08:10:00,15.463
07/06/2024 08:20:00,15.474
07/06/2024 08:30:00,15.527
07/06/2024 08:40:00,15.549
07/06/2024 08:50:00,15.634
07/06/2024 09:00:00,15.624
07/06/2024 09:10:00,15.656
07/06/2024 09:20:00,15.688
07/06/2024 09:30:00,15.688
07/06/2024 09:40:00,15.742
07/06/2024 09:50:00,15.752
07/06/2024 10:00:00,15.795
07/06/2024 10:10:00,15.881
07/06/2024 10:20:00,15.945
07/06/2024 10:30:00,15.988
07/06/2024 10:40:00,16.031
07/06/2024 10:50:00,16.042
07/06/2024 11:00:00,16.096
07/06/2024 11:10:00,16.117
07/06/2024 11:20:00,16.149
07/06/2024 11:30:00,16.171
07/06/2024 11:40:00,16.203
07/06/2024 11:50:00,16.192
07/06/2024 12:00:00,16.181
07/06/2024 12:10:00,16.181
07/06/2024 12:20:00,16.181
07/06/2024 12:30:00,16.192
07/06/2024 12:40:00,16.203
07/06/2024 12:50:00,16.192
07/06/2024 13:00:00,16.203
07/06/2024 13:10:00,16.235
07/06/2024 13:20:00,16.203
07/06/2024 13:30:00,16.224
07/06/2024 13:40:00,16.235
07/06/2024 13:50:00,16.235
07/06/2024 14:00:00,16.246
07/06/2024 14:10:00,16.278
07/06/2024 14:20:00,16.278
07/06/2024 14:30:00,16.289
07/06/2024 14:40:00,16.321
07/06/2024 14:50:00,16.342
07/06/2024 15:00:00,16.385
07/06/2024 15:10:00,16.428
07/06/2024 15:20:00,16.417
07/06/2024 15:30:00,16.482
07/06/2024 15:40:00,16.482
07/06/2024 15:50:00,16.503
07/06/2024 16:00:00,16.525
07/06/2024 16:10:00,16.525
07/06/2024 16:20:00,16.525
07/06/2024 16:30:00,16.535
07/06/2024 16:40:00,16.546
07/06/2024 16:50:00,16.535
07/06/2024 17:00:00,16.492
07/06/2024 17:10:00,16.492
07/06/2024 17:20:00,16.450
07/06/2024 17:30:00,16.428
07/06/2024 17:40:00,16.407
07/06/2024 17:50:00,16.396
07/06/2024 18:00:00,16.364
07/06/2024 18:10:00,16.364
07/06/2024 18:20:00,16.299
07/06/2024 18:30:00,16.299
07/06/2024 18:40:00,16.278
07/06/2024 18:50:00,16.256
07/06/2024 19:00:00,16.235
07/06/2024 19:10:00,16.203
07/06/2024 19:20:00,16.181
07/06/2024 19:30:00,16.149
07/06/2024 19:40:00,16.149
07/06/2024 19:50:00,16.117
07/06/2024 20:00:00,16.096
07/06/2024 20:10:00,16.074
07/06/2024 20:20:00,16.042
07/06/2024 20:30:00,16.021
07/06/2024 20:40:00,15.978
07/06/2024 20:50:00,15.988
07/06/2024 21:00:00,15.956
07/06/2024 21:10:00,15.935
07/06/2024 21:20:00,15.924
07/06/2024 21:30:00,15.870
07/06/2024 21:40:00,15.860
07/06/2024 21:50:00,15.860
07/06/2024 22:00:00,15.806
07/06/2024 22:10:00,15.806
07/06/2024 22:20:00,15.763
07/06/2024 22:30:00,15.774
07/06/2024 22:40:00,15.731
07/06/2024 22:50:00,15.720
07/06/2024 23:00:00,15.699
07/06/2024 23:10:00,15.688
07/06/2024 23:20:00,15.656
07/06/2024 23:30:00,15.634
07/06/2024 23:40:00,15.592
07/06/2024 23:50:00,15.570
07/07/2024 00:00:00,15.549
